path,ok,green
A01279121233853000001_001_201209.jpg,True,0.02317808479323933
A01368071457898000001_001_201804.jpg,False,0.0095625
A01368071457898000001_002_201804.jpg,True,0.027231893761856935
A01886039100834000003_001_201805.jpg,True,0.03607792152734107
A02171111462109000001_001_201101.jpg,True,0.082015625
A02171111462109000001_002_201101.jpg,True,0.058256801461511874
A02171111462109000001_003_201101.jpg,True,0.05588689754167643
A02239111374727000001_001_201804.jpg,True,0.0384375
A02239111374727000001_002_201804.jpg,False,0.00754135852962289
A02239111374727000001_003_201804.jpg,False,0.0018949181739879415
A02938859101959000003_001_201904.jpg,True,0.011583333333333333
A02938859101959000003_002_201904.jpg,False,0.007397896374225407
A02938859101959000003_003_201904.jpg,False,0.0002938746981827424
A02958101420599000001_001_201804.jpg,True,0.020432291666666668
A02958101420599000001_002_201804.jpg,False,0.008202313473030855
A03018859103204000002_001_201807.jpg,True,0.01760443307757886
A03018859103204000002_002_201807.jpg,True,0.0112071060898353
A03018859103204000002_003_201807.jpg,False,0.005738272459754197
A03018859103204000002_004_201807.jpg,False,0.004215044796544572
A03118081749280000002_002_201904.jpg,False,0.002790112492599171
A03358061412794000002_001_201806.jpg,True,0.10614583333333333
A03358061412794000002_002_201806.jpg,True,0.10279995741509634
A03358061412794000002_003_201806.jpg,True,0.0738485001864777
A03385769103407000003_001_201904.jpg,True,0.018557291666666666
A03385769103407000003_002_201904.jpg,True,0.011825610402186536
A03385769103407000003_003_201904.jpg,True,0.014264455782312925
A03437061578827000006_001_201708.jpg,True,0.07845833333333334
A03437061578827000006_002_201708.jpg,True,0.04440108671972114
A03437061578827000006_003_201708.jpg,False,0.001601574560049398
A03437061578827000006_004_201708.jpg,False,9.639328460117278e-06
A03437111374167000001_001_201805.jpg,False,0.0021927083333333334
A03437111374167000001_002_201805.jpg,False,0.007101581767559475
A03437111374167000001_003_201805.jpg,False,0.0035293524478580193
A03437111374167000001_004_201805.jpg,False,0.0007509071653037484
A03437111374167000001_005_201805.jpg,False,0.0017346552886433515
A03459051887510000002_001_201605.jpg,True,0.013505208333333333
A03459051887510000002_002_201605.jpg,False,0.008828260506873421
A03459051887510000002_003_201605.jpg,True,0.033840645211017914
A03459051887510000002_004_201605.jpg,True,0.01767706631117227
A03459051887510000002_005_201605.jpg,True,0.01730791056633753
A03459081696785000001_001_201012.jpg,False,0.007353584647300768
A03459081696785000001_002_201012.jpg,False,0.005493286930412679
A03459081696785000001_003_201012.jpg,True,0.020158537774620025
A03469111755250000001_002_201806.jpg,False,0.007837505933380656
A03469111755250000001_003_201806.jpg,False,0.006230602139400059
A03508039112370000003_001_201805.jpg,True,0.06029994181354055
A03508039112370000003_002_201805.jpg,False,0.004637876805744983
A03508039112370000003_003_201805.jpg,True,0.021314160397523804
A03508121714942000001_001_201808.jpg,True,0.03555347091932458
A03508121714942000001_002_201808.jpg,True,0.08825392973657958
A03508121714942000001_003_201808.jpg,True,0.029687938630413236
A03708081473309000001_002_201611.jpg,False,0.009060654857756307
A03907989108049000002_002_201210.jpg,True,0.01140190595931789
A03907989108049000002_003_201210.jpg,False,0.0049556293440168615
A03907989108049000002_004_201210.jpg,False,0.003464865269087918
A04049061437605000001_001_201506.jpg,True,0.04491666666666667
A04049061437605000001_002_201607.jpg,False,0.0076625681328432
A04049061437605000001_003_201607.jpg,True,0.010094320305101231
A04938091342620000001_001_201804.jpg,True,0.016088541666666668
A04938091342620000001_002_201804.jpg,False,0.0075463985902078055
A05116091246663000001_001_201804.jpg,True,0.01315780533378631
A05116091246663000001_002_201804.jpg,True,0.08436655539659832
A05239101203559000001_001_201207.jpg,True,0.3232634672803521
A05508009109015000003_001_201011.jpg,True,0.1674997183329407
A05638091384693000001_001_201208.jpg,True,0.01759375
A05638091384693000001_002_201208.jpg,True,0.028368712350195436
